Series,V,A,Time,Concentration
RS_S22_INC-1,0.05,0.000298,88,9.58
RS_S23_INC-1,0.05,0.000298,88,7.82
RS_S24_INC-1,0.05,0.000298,88,8.42
RS_S25_INC-1,0.05,0.000298,88,8.86
RS_S26_INC-1,0.05,0.000298,88,7.59
RS_S27_INC-1,0.05,0.000298,88,7.42
RS_S28_INC-1,0.05,0.000298,88,7.78
RS_S29_INC-1,0.05,0.000298,88,8.86
RS_R01_INC-1,0.05,0.000298,90,7.97
RS_R02_INC-1,0.05,0.000298,90,7.67
RS_R03_INC-1,0.05,0.000298,90,6.75
RS_R04_INC-1,0.05,0.000298,90,7.93
RS_R05_INC-1,0.05,0.000298,90,7.92
RS_R06_INC-1,0.05,0.000298,90,7.34
RS_R07_INC-1,0.05,0.000298,90,7.88
RS_S01_INC-1,0.05,0.000298,90,7.87
RS_S02_INC-1,0.05,0.000298,90,7.38
RS_S03_INC-1,0.05,0.000298,90,8.89
RS_S04_INC-1,0.05,0.000298,90,7.36
RS_S05_INC-1,0.05,0.000298,90,7.56
RS_S06_INC-1,0.05,0.000298,90,7.47
RS_S07_INC-1,0.05,0.000298,90,8.67
RS_S08_INC-1,0.05,0.000298,90,8.67
RS_S09_INC-1,0.05,0.000298,90,7.7
RS_S10_INC-1,0.05,0.000298,90,8.53
RS_S11_INC-1,0.05,0.000298,90,8.7
RS_S12_INC-1,0.05,0.000298,90,9.79
RS_S13_INC-1,0.05,0.000298,90,8.28
RS_S14_INC-1,0.05,0.000298,90,8.18
RS_S15_INC-1,0.05,0.000298,90,8.31
RS_S16_INC-1,0.05,0.000298,90,7.33
RS_S17_INC-1,0.05,0.000298,90,7.34
RS_S18_INC-1,0.05,0.000298,90,8.97
RS_S19_INC-1,0.05,0.000298,90,8.19
RS_S20_INC-1,0.05,0.000298,90,10.93
RS_S21_INC-1,0.05,0.000298,90,7.69
RS_S22_INC-1,0.05,0.000298,90,9.58
RS_S23_INC-1,0.05,0.000298,90,7.88
RS_S24_INC-1,0.05,0.000298,90,8.35
RS_S25_INC-1,0.05,0.000298,90,8.81
RS_S26_INC-1,0.05,0.000298,90,7.56
RS_S27_INC-1,0.05,0.000298,90,7.47
RS_S28_INC-1,0.05,0.000298,90,7.76
RS_S29_INC-1,0.05,0.000298,90,8.83
RS_R01_INC-1,0.05,0.000298,92,7.82
RS_R02_INC-1,0.05,0.000298,92,7.75
RS_R03_INC-1,0.05,0.000298,92,6.82
RS_R04_INC-1,0.05,0.000298,92,7.81
RS_R05_INC-1,0.05,0.000298,92,7.8
RS_R06_INC-1,0.05,0.000298,92,7.3
RS_R07_INC-1,0.05,0.000298,92,7.43
RS_S01_INC-1,0.05,0.000298,92,7.8
RS_S02_INC-1,0.05,0.000298,92,7.39
RS_S03_INC-1,0.05,0.000298,92,8.8
RS_S04_INC-1,0.05,0.000298,92,7.32
RS_S05_INC-1,0.05,0.000298,92,7.65
RS_S06_INC-1,0.05,0.000298,92,7.3
RS_S07_INC-1,0.05,0.000298,92,8.9
RS_S08_INC-1,0.05,0.000298,92,8.8
RS_S09_INC-1,0.05,0.000298,92,7.71
RS_S10_INC-1,0.05,0.000298,92,8.52
RS_S11_INC-1,0.05,0.000298,92,8.69
RS_S12_INC-1,0.05,0.000298,92,9.92
RS_S13_INC-1,0.05,0.000298,92,8.33
RS_S14_INC-1,0.05,0.000298,92,8.04
RS_S15_INC-1,0.05,0.000298,92,8.16
RS_S16_INC-1,0.05,0.000298,92,7.35
RS_S17_INC-1,0.05,0.000298,92,7.43
RS_S18_INC-1,0.05,0.000298,92,8.96
RS_S19_INC-1,0.05,0.000298,92,8.4
RS_S20_INC-1,0.05,0.000298,92,11.6
RS_S21_INC-1,0.05,0.000298,92,7.81
RS_S22_INC-1,0.05,0.000298,92,9.62
RS_S23_INC-1,0.05,0.000298,92,7.81
RS_S24_INC-1,0.05,0.000298,92,8.44
RS_S25_INC-1,0.05,0.000298,92,8.85
RS_S26_INC-1,0.05,0.000298,92,7.68
RS_S27_INC-1,0.05,0.000298,92,7.43
RS_S28_INC-1,0.05,0.000298,92,7.8
RS_S29_INC-1,0.05,0.000298,92,8.88
RS_R01_INC-1,0.05,0.000298,94,7.97
RS_R02_INC-1,0.05,0.000298,94,7.5
RS_R03_INC-1,0.05,0.000298,94,6.76
RS_R04_INC-1,0.05,0.000298,94,7.79
RS_R05_INC-1,0.05,0.000298,94,8.05
RS_R06_INC-1,0.05,0.000298,94,7.42
RS_R07_INC-1,0.05,0.000298,94,7.71
RS_S01_INC-1,0.05,0.000298,94,7.87
RS_S02_INC-1,0.05,0.000298,94,7.37
RS_S03_INC-1,0.05,0.000298,94,8.87
RS_S04_INC-1,0.05,0.000298,94,7.35
RS_S05_INC-1,0.05,0.000298,94,7.71
RS_S06_INC-1,0.05,0.000298,94,7.61
RS_S07_INC-1,0.05,0.000298,94,8.73
RS_S08_INC-1,0.05,0.000298,94,8.7
RS_S09_INC-1,0.05,0.000298,94,7.71
RS_S10_INC-1,0.05,0.000298,94,8.55
RS_S11_INC-1,0.05,0.000298,94,8.72
RS_S12_INC-1,0.05,0.000298,94,9.95
RS_S13_INC-1,0.05,0.000298,94,8.34
RS_S14_INC-1,0.05,0.000298,94,7.99
RS_S15_INC-1,0.05,0.000298,94,8.12
RS_S16_INC-1,0.05,0.000298,94,7.49
RS_S17_INC-1,0.05,0.000298,94,7.39
RS_S18_INC-1,0.05,0.000298,94,8.96
RS_S19_INC-1,0.05,0.000298,94,8.27
RS_S20_INC-1,0.05,0.000298,94,11.35
RS_S21_INC-1,0.05,0.000298,94,7.9
RS_S22_INC-1,0.05,0.000298,94,9.49
RS_S23_INC-1,0.05,0.000298,94,7.83
RS_S24_INC-1,0.05,0.000298,94,8.28
RS_S25_INC-1,0.05,0.000298,94,8.84
RS_S26_INC-1,0.05,0.000298,94,7.62
RS_S27_INC-1,0.05,0.000298,94,7.45
RS_S28_INC-1,0.05,0.000298,94,7.78
RS_S29_INC-1,0.05,0.000298,94,8.99
RS_R01_INC-1,0.05,0.000298,96,7.92
RS_R02_INC-1,0.05,0.000298,96,7.6
RS_R03_INC-1,0.05,0.000298,96,6.77
RS_R04_INC-1,0.05,0.000298,96,7.87
RS_R05_INC-1,0.05,0.000298,96,8
RS_R06_INC-1,0.05,0.000298,96,7.33
RS_R07_INC-1,0.05,0.000298,96,7.85
RS_S01_INC-1,0.05,0.000298,96,7.95
RS_S02_INC-1,0.05,0.000298,96,7.35
RS_S03_INC-1,0.05,0.000298,96,8.87
RS_S04_INC-1,0.05,0.000298,96,7.35
RS_S05_INC-1,0.05,0.000298,96,7.64
RS_S06_INC-1,0.05,0.000298,96,7.55
RS_S07_INC-1,0.05,0.000298,96,8.73
RS_S08_INC-1,0.05,0.000298,96,8.75
RS_S09_INC-1,0.05,0.000298,96,7.74
RS_S10_INC-1,0.05,0.000298,96,8.53
RS_S11_INC-1,0.05,0.000298,96,8.62
RS_S12_INC-1,0.05,0.000298,96,9.88
RS_S13_INC-1,0.05,0.000298,96,8.32
RS_S14_INC-1,0.05,0.000298,96,8.02
RS_S15_INC-1,0.05,0.000298,96,8.26
RS_S16_INC-1,0.05,0.000298,96,7.49
RS_S17_INC-1,0.05,0.000298,96,7.13
RS_S18_INC-1,0.05,0.000298,96,8.87
RS_S19_INC-1,0.05,0.000298,96,8.42
RS_S20_INC-1,0.05,0.000298,96,11.23
RS_S21_INC-1,0.05,0.000298,96,7.72
RS_S22_INC-1,0.05,0.000298,96,9.52
RS_S23_INC-1,0.05,0.000298,96,7.79
RS_S24_INC-1,0.05,0.000298,96,8.33
RS_S25_INC-1,0.05,0.000298,96,8.86
RS_S26_INC-1,0.05,0.000298,96,7.58
RS_S27_INC-1,0.05,0.000298,96,7.5
RS_S28_INC-1,0.05,0.000298,96,7.78
RS_S29_INC-1,0.05,0.000298,96,8.93
RS_R01_INC-1,0.05,0.000298,98,7.92
RS_R02_INC-1,0.05,0.000298,98,7.63
RS_R03_INC-1,0.05,0.000298,98,6.67
RS_R04_INC-1,0.05,0.000298,98,7.71
RS_R05_INC-1,0.05,0.000298,98,7.78
RS_R06_INC-1,0.05,0.000298,98,7.29
RS_R07_INC-1,0.05,0.000298,98,7.29
RS_S01_INC-1,0.05,0.000298,98,7.85
RS_S02_INC-1,0.05,0.000298,98,7.31
RS_S03_INC-1,0.05,0.000298,98,8.85
RS_S04_INC-1,0.05,0.000298,98,7.35
RS_S05_INC-1,0.05,0.000298,98,7.59
RS_S06_INC-1,0.05,0.000298,98,7.5
RS_S07_INC-1,0.05,0.000298,98,8.93
RS_S08_INC-1,0.05,0.000298,98,8.7
RS_S09_INC-1,0.05,0.000298,98,7.71
RS_S10_INC-1,0.05,0.000298,98,8.52
RS_S11_INC-1,0.05,0.000298,98,8.62
RS_S12_INC-1,0.05,0.000298,98,9.95
RS_S13_INC-1,0.05,0.000298,98,8.35
RS_S14_INC-1,0.05,0.000298,98,7.97
RS_S15_INC-1,0.05,0.000298,98,8.14
RS_S16_INC-1,0.05,0.000298,98,7.35
RS_S17_INC-1,0.05,0.000298,98,7.45
RS_S18_INC-1,0.05,0.000298,98,8.92
RS_S19_INC-1,0.05,0.000298,98,8.15
RS_S20_INC-1,0.05,0.000298,98,10.92
RS_S21_INC-1,0.05,0.000298,98,7.78
RS_S22_INC-1,0.05,0.000298,98,9.58
RS_S23_INC-1,0.05,0.000298,98,7.85
RS_S24_INC-1,0.05,0.000298,98,8.21
RS_S25_INC-1,0.05,0.000298,98,8.82
RS_S26_INC-1,0.05,0.000298,98,7.61
RS_S27_INC-1,0.05,0.000298,98,7.62
RS_S28_INC-1,0.05,0.000298,98,7.78
RS_S29_INC-1,0.05,0.000298,98,8.88
RS_R01_INC-1,0.05,0.000298,100,7.91
RS_R02_INC-1,0.05,0.000298,100,7.54
RS_R03_INC-1,0.05,0.000298,100,6.58
RS_R04_INC-1,0.05,0.000298,100,7.86
RS_R05_INC-1,0.05,0.000298,100,8.02
RS_R06_INC-1,0.05,0.000298,100,7.36
RS_R07_INC-1,0.05,0.000298,100,7.9
RS_S01_INC-1,0.05,0.000298,100,7.83
RS_S02_INC-1,0.05,0.000298,100,7.38
RS_S03_INC-1,0.05,0.000298,100,8.88
RS_S04_INC-1,0.05,0.000298,100,7.36
RS_S05_INC-1,0.05,0.000298,100,7.55
RS_S06_INC-1,0.05,0.000298,100,7.48
RS_S07_INC-1,0.05,0.000298,100,8.77
RS_S08_INC-1,0.05,0.000298,100,8.66
RS_S09_INC-1,0.05,0.000298,100,7.66
RS_S10_INC-1,0.05,0.000298,100,8.41
RS_S11_INC-1,0.05,0.000298,100,8.69
RS_S12_INC-1,0.05,0.000298,100,9.83
RS_S13_INC-1,0.05,0.000298,100,8.3
RS_S14_INC-1,0.05,0.000298,100,8.1
RS_S15_INC-1,0.05,0.000298,100,8.23
RS_S16_INC-1,0.05,0.000298,100,7.37
RS_S17_INC-1,0.05,0.000298,100,7.37
RS_S18_INC-1,0.05,0.000298,100,9.04
RS_S19_INC-1,0.05,0.000298,100,8.26
RS_S20_INC-1,0.05,0.000298,100,11.51
RS_S21_INC-1,0.05,0.000298,100,7.73
RS_S22_INC-1,0.05,0.000298,100,9.45
RS_S23_INC-1,0.05,0.000298,100,7.83
RS_S24_INC-1,0.05,0.000298,100,8.31
RS_S25_INC-1,0.05,0.000298,100,8.88
RS_S26_INC-1,0.05,0.000298,100,7.61
RS_S27_INC-1,0.05,0.000298,100,7.6
RS_S28_INC-1,0.05,0.000298,100,7.78
RS_S29_INC-1,0.05,0.000298,100,8.84
RS_R01_INC-1,0.05,0.000298,102,8.07
RS_R02_INC-1,0.05,0.000298,102,7.7
RS_R03_INC-1,0.05,0.000298,102,6.58
RS_R04_INC-1,0.05,0.000298,102,7.8
RS_R05_INC-1,0.05,0.000298,102,8.02
RS_R06_INC-1,0.05,0.000298,102,7.4
RS_R07_INC-1,0.05,0.000298,102,7.95
RS_S01_INC-1,0.05,0.000298,102,7.83
RS_S02_INC-1,0.05,0.000298,102,7.4
RS_S03_INC-1,0.05,0.000298,102,8.9
RS_S04_INC-1,0.05,0.000298,102,7.21
RS_S05_INC-1,0.05,0.000298,102,7.71
RS_S06_INC-1,0.05,0.000298,102,7.61
RS_S07_INC-1,0.05,0.000298,102,8.94
RS_S08_INC-1,0.05,0.000298,102,8.61
RS_S09_INC-1,0.05,0.000298,102,7.74
RS_S10_INC-1,0.05,0.000298,102,8.58
RS_S11_INC-1,0.05,0.000298,102,8.55
RS_S12_INC-1,0.05,0.000298,102,9.92
RS_S13_INC-1,0.05,0.000298,102,8.37
RS_S14_INC-1,0.05,0.000298,102,8.01
RS_S15_INC-1,0.05,0.000298,102,8.21
RS_S16_INC-1,0.05,0.000298,102,7.39
RS_S17_INC-1,0.05,0.000298,102,7.33
RS_S18_INC-1,0.05,0.000298,102,8.79
RS_S19_INC-1,0.05,0.000298,102,8.19
RS_S20_INC-1,0.05,0.000298,102,11.47
RS_S21_INC-1,0.05,0.000298,102,7.76
RS_S22_INC-1,0.05,0.000298,102,9.58
RS_S23_INC-1,0.05,0.000298,102,7.85
RS_S24_INC-1,0.05,0.000298,102,8.36
RS_S25_INC-1,0.05,0.000298,102,8.86
RS_S26_INC-1,0.05,0.000298,102,7.64
RS_S27_INC-1,0.05,0.000298,102,7.49
RS_S28_INC-1,0.05,0.000298,102,7.84
RS_S29_INC-1,0.05,0.000298,102,8.77
RS_R01_INC-1,0.05,0.000298,104,7.8
RS_R02_INC-1,0.05,0.000298,104,7.58
RS_R03_INC-1,0.05,0.000298,104,6.69
RS_R04_INC-1,0.05,0.000298,104,7.73
RS_R05_INC-1,0.05,0.000298,104,7.91
RS_R06_INC-1,0.05,0.000298,104,7.32
RS_R07_INC-1,0.05,0.000298,104,7.68
RS_S01_INC-1,0.05,0.000298,104,7.9
RS_S02_INC-1,0.05,0.000298,104,7.29
RS_S03_INC-1,0.05,0.000298,104,8.84
RS_S04_INC-1,0.05,0.000298,104,7.34
RS_S05_INC-1,0.05,0.000298,104,7.54
RS_S06_INC-1,0.05,0.000298,104,7.56
RS_S07_INC-1,0.05,0.000298,104,8.8
RS_S08_INC-1,0.05,0.000298,104,8.63
RS_S09_INC-1,0.05,0.000298,104,7.69
RS_S10_INC-1,0.05,0.000298,104,8.5
RS_S11_INC-1,0.05,0.000298,104,8.57
RS_S12_INC-1,0.05,0.000298,104,9.86
RS_S13_INC-1,0.05,0.000298,104,8.28
RS_S14_INC-1,0.05,0.000298,104,7.94
RS_S15_INC-1,0.05,0.000298,104,8.13
RS_S16_INC-1,0.05,0.000298,104,7.67
RS_S17_INC-1,0.05,0.000298,104,7.34
RS_S18_INC-1,0.05,0.000298,104,8.86
RS_S19_INC-1,0.05,0.000298,104,8.22
RS_S20_INC-1,0.05,0.000298,104,11.25
RS_S21_INC-1,0.05,0.000298,104,7.8
RS_S22_INC-1,0.05,0.000298,104,9.55
RS_S23_INC-1,0.05,0.000298,104,7.9
RS_S24_INC-1,0.05,0.000298,104,8.29
RS_S25_INC-1,0.05,0.000298,104,8.9
RS_S26_INC-1,0.05,0.000298,104,7.55
RS_S27_INC-1,0.05,0.000298,104,7.52
RS_S28_INC-1,0.05,0.000298,104,7.78
RS_S29_INC-1,0.05,0.000298,104,8.78
RS_R01_INC-1,0.05,0.000298,106,8.09
RS_R02_INC-1,0.05,0.000298,106,7.38
RS_R03_INC-1,0.05,0.000298,106,6.81
RS_R04_INC-1,0.05,0.000298,106,7.9
RS_R05_INC-1,0.05,0.000298,106,8.01
RS_R06_INC-1,0.05,0.000298,106,7.26
RS_R07_INC-1,0.05,0.000298,106,7.44
RS_S01_INC-1,0.05,0.000298,106,7.86
RS_S02_INC-1,0.05,0.000298,106,7.37
RS_S03_INC-1,0.05,0.000298,106,8.84
RS_S04_INC-1,0.05,0.000298,106,7.39
RS_S05_INC-1,0.05,0.000298,106,7.59
RS_S06_INC-1,0.05,0.000298,106,7.46
RS_S07_INC-1,0.05,0.000298,106,8.93
RS_S08_INC-1,0.05,0.000298,106,8.73
RS_S09_INC-1,0.05,0.000298,106,7.65
RS_S10_INC-1,0.05,0.000298,106,8.52
RS_S11_INC-1,0.05,0.000298,106,8.47
RS_S12_INC-1,0.05,0.000298,106,10.03
RS_S13_INC-1,0.05,0.000298,106,8.23
RS_S14_INC-1,0.05,0.000298,106,8.11
RS_S15_INC-1,0.05,0.000298,106,8.3
RS_S16_INC-1,0.05,0.000298,106,7.52
RS_S17_INC-1,0.05,0.000298,106,7.19
RS_S18_INC-1,0.05,0.000298,106,8.95
RS_S19_INC-1,0.05,0.000298,106,8.29
RS_S20_INC-1,0.05,0.000298,106,11.08
RS_S21_INC-1,0.05,0.000298,106,7.7
RS_S22_INC-1,0.05,0.000298,106,9.5
RS_S23_INC-1,0.05,0.000298,106,7.92
RS_S24_INC-1,0.05,0.000298,106,8.41
RS_S25_INC-1,0.05,0.000298,106,8.81
RS_S26_INC-1,0.05,0.000298,106,7.62
RS_S27_INC-1,0.05,0.000298,106,7.56
RS_S28_INC-1,0.05,0.000298,106,7.76
RS_S29_INC-1,0.05,0.000298,106,8.92
RS_R01_INC-1,0.05,0.000298,108,7.87
RS_R02_INC-1,0.05,0.000298,108,7.54
RS_R03_INC-1,0.05,0.000298,108,6.81
RS_R04_INC-1,0.05,0.000298,108,7.8
RS_R05_INC-1,0.05,0.000298,108,7.92
RS_R06_INC-1,0.05,0.000298,108,7.37
RS_R07_INC-1,0.05,0.000298,108,7.99
RS_S01_INC-1,0.05,0.000298,108,7.82
RS_S02_INC-1,0.05,0.000298,108,7.5
RS_S03_INC-1,0.05,0.000298,108,8.86
RS_S05_INC-1,0.05,0.000298,108,7.61
RS_S09_INC-1,0.05,0.000298,108,7.69
RS_S10_INC-1,0.05,0.000298,108,8.57
RS_S11_INC-1,0.05,0.000298,108,8.73
RS_S12_INC-1,0.05,0.000298,108,9.77
RS_S13_INC-1,0.05,0.000298,108,8.28
RS_S15_INC-1,0.05,0.000298,108,8.19
RS_S16_INC-1,0.05,0.000298,108,7.37
RS_S18_INC-1,0.05,0.000298,108,8.96
RS_S19_INC-1,0.05,0.000298,108,8.24
RS_S20_INC-1,0.05,0.000298,108,11.69
RS_S21_INC-1,0.05,0.000298,108,7.82
RS_S22_INC-1,0.05,0.000298,108,9.45
RS_S24_INC-1,0.05,0.000298,108,8.22
RS_S25_INC-1,0.05,0.000298,108,8.93
RS_S26_INC-1,0.05,0.000298,108,7.6
RS_S27_INC-1,0.05,0.000298,108,7.69
RS_S28_INC-1,0.05,0.000298,108,7.98
RS_S29_INC-1,0.05,0.000298,108,8.89
